OBJECTID,contract_number,contract_description,contractor_id,contractor_name,contract_status,contract_type,contract_subtype,last_modified,original_amount,revised_amount,vendor_id,vendor_name,objectid_1,aging,,,
110,92100452,LOBBYIST                                          ,17188,"NEXTBUS, INC.",POSTED,GS   (GEN SERV),,2022/01/07 00:00:00+00,76000,112000,24005,"BLANCHARD,  MILLER, LEWIS & ISLEY PA",109,90+,,,
111,91000217,CHANGE ORDER TO PO 82784 FOR ENVIRONMENTAL SERVICE,13266,"STRATEGIC WORKPLACE SOLUTIONS, INC.",CLOSED,PRO  (PRO SERVIC),,2010/08/19 00:00:00+00,1900,1900,4723,EDWARDS-PITMAN ENVIRONMENTAL,110,Current,,,
112,91100616,REPAIR COLUMN & STONE WALL AT WT WEAVER BLVD      ,11519,"HOUGHTALING, PAUL KEVIN",CLOSED,GS   (GEN SERV),,2011/02/18 00:00:00+00,824,1265,442,RON BURLESON,111,90+,,,
113,91200047,CRIMESTOPPERS FY'2012-INTERLOCAL AGREEMENT        ,36284,BLACK & VEATCH CORPORATION,CLOSED,GS   (GEN SERV),,2013/01/29 00:00:00+00,39902,38631.55,416,BUNCOMBE COUNTY FINANCE DEPT,112,31-60,,,
114,91000590,LANDSCAPING FOR MILLS RIVER WATER TREATMENT PLANT ,25016,CAMPAIGN RESEARCH AND STRATEGY,CLOSED,GENERAL,,2010/06/02 00:00:00+00,2076.47,2076.47,10266,BLUE RIDGE LANDSCAPING & LAWN MAINTENANCE,113,1-30,,,
115,92200190,STREAM MONITORING GAUGES                          ,10884,"BURNS, KYLE",POSTED,GS   (GEN SERV),AGREEMENT,2021/10/01 00:00:00+00,17400,17400,2722,DOI US GEOLOGICAL SURVEY,114,90+,,,
116,92200005,MASTER CONTRACT RENTAL EQUIPMENT                  ,8883,KAREN FIELD,POSTED,RNT  (EQUIP RENT),,2021/08/20 00:00:00+00,85000,85000,238,"UNITED RENTALS(NORTH AMERICA),INC",115,61-90,,,
117,91900304,REFURBISH 19 BALL FIELDS                          ,4751,LAURA BLACKLEY,CLOSED,GS   (GEN SERV),,2019/06/28 00:00:00+00,26850,33000,30133,"TURFPLANER OF CAROLINA, LLC",116,1-30,,,
118,92000353,REPLACE PROCESS TEMP CONTROL BEETREE WTP          ,33234,"DV-INTEGRITIVE, LLC",CLOSED,GS   (GEN SERV),,2020/06/15 00:00:00+00,7537.08,7044,782,DOVER INSULATION INC.,117,1-30,,,
119,91800284,YWCA OF ASHEVILLE - EMPOWERMENT CHILDCARE FY 17-18,16673,"APPALACHIAN PAVING AND CONCRETE, INC.",CLOSED,HUD (GEN SERV-HUD),CDBG,2018/06/07 00:00:00+00,18906,18905.99,2926,Y W C A,118,1-30,,,
120,91000145,21 CCLC ENRICHMENT INSTRUCTION                    ,21,ANDY OXY COMPANY INC,CLOSED,INS  (INSTRUCTOR),,2010/01/14 00:00:00+00,2312.5,2312.5,9016,MICHAEL D HOLTON,119,1-30,,,
121,91800373,RIPARIAN PLAN FOR RIVER ARTS DISTRICT             ,33575,MPACT STRATEGIC CONSULTING LLC,CLOSED,GS   (GEN SERV),,2018/07/19 00:00:00+00,50000,50000,14246,"EQUINOX ENVIRON. CONSULT. & DESIGN, INC",120,1-30,,,
122,92100453,TRANSMISSION MAIN FLUSHING PHASE 3                ,2401,DAVID D SMITH AND COMPANY,POSTED,PRO  (PRO SERVIC),SUPPLMNTL ON CALL,2021/08/20 00:00:00+00,55000,55000,16675,"HAZEN AND SAWYER, D P.C.",121,1-30,,,
123,92100409,GENERAL HEAVY TRUCK REPAIRS                       ,26793,CAROLINA FITNESS,POSTED,GS   (GEN SERV),,2021/08/20 00:00:00+00,29999.99,29999.99,20993,MHC KENWORTH ASHEVILLE,122,90+,,,
124,91900459,RISK ACTUARIAL SERVICES                           ,3330,PRAXAIR INC,CLOSED,RISK - HR / INS,,2021/06/10 00:00:00+00,5000,9000,32566,FINANCIAL RISK ANALYSTS,123,61-90,,,
125,91900108,MUNIS/4J'S YEAR 4 OF 5                            ,24499,"NELSON/NYGAARD COUNSULTING ASSOCIATES, INC.",POSTED,GS   (GEN SERV),,2022/02/02 00:00:00+00,179517.89,782655.71,6735,TYLER TECHNOLOGIES/MUNIS DIVIS,124,1-30,,,
126,91100203,STAFF BEER AND WRISTBAND SALE LOCATIONS           ,7213,"PARTNERS UNLIMITED,INC,",CLOSED,GS   (GEN SERV),,2010/07/19 00:00:00+00,2000,2000,4120,BENEVOLENT PATRIOTIC ORDER OF DOES,125,Current,,,
127,92200222,FY 21/22 GBTTB PROJECT LIGHTEN UP                 ,31891,"MCCRACKEN & LOPEZ , PA",POSTED,HUD (GEN SERV-HUD),CDBG,2021/11/01 00:00:00+00,10000,10000,8976,"GETTING BACK TO THE BASICS, INC.",126,31-60,,,
128,91000253,NETWORK SECURITY SERVICES                         ,10692,"ENGINEERS WITHOUT BORDERS - USA, INC.",CLOSED,GS   (GEN SERV),,2013/08/19 00:00:00+00,4950,26750,10063,"PRINCIPLE LOGIC, LLC",127,Current,,,
129,91200253,LANDSCAPE ARCHITECTURE SERVICES                   ,20718,"SKUMATZ ECONOMIC RESEARCH ASSOCIATES, INC.",CLOSED,PRO  (PRO SERVIC),,2013/06/25 00:00:00+00,25000,29420.03,13324,"MARY WEBER LANDSCAPE ARCHITECTURE,PLLC",128,Current,,,
130,92000324,CRIMESTOPPERS FY 19-20 CONTINUATION OF SERVICES   ,25579,NATIONAL POWER CORP,CLOSED,GS   (GEN SERV),,2021/04/22 00:00:00+00,45237,43970.86,416,BUNCOMBE COUNTY FINANCE DEPT,129,Current,,,
131,92100335,MHO - JASPER HOMESTEAD LLC APARTMENTS             ,9999,CHANGE ORDER VENDOR,POSTED,HUD (GEN SERV-HUD),HOME,2021/08/20 00:00:00+00,400000,400000,36513,"JASPER HOMESTEAD, LLC",130,1-30,,,
132,91800382,VIDEO CAMERAS ON 4TH FLOOR CC GARAGE              ,14802,YORK TELECON,CLOSED,GS   (GEN SERV),,2019/06/10 00:00:00+00,6500,5834,4003,EDWARDS EQUIPMENT CO INC,131,31-60,,,
133,91100472,ATHLETIC OFFICIAL - VAN VAN HORNE                 ,3507,"EAN HOLDINGS, LLC",CLOSED,INS  (INSTRUCTOR),,2013/01/30 00:00:00+00,500,1288,11166,"VAN HORN, VAN",132,31-60,,,
134,92100207,"ART TRANSIT CCTV AND SECURITY SYSTEM				. 	       ",18415,URBAN TRANSPORTATION ASSOCIATES,CLOSED,GS   (GEN SERV),,2021/06/08 00:00:00+00,10661.69,10181.69,35743,"ALLTEK SECURITY, INC",133,61-90,,,
135,91100183,AUTO BODY SHOP REPAIR                             ,11820,ROGERS GROUP,CLOSED,GS   (GEN SERV),,2010/07/16 00:00:00+00,0,0,9088,"RUSSELL'S PAINT AND BODY, LLC",134,31-60,,,
136,91900049,LEASE OF PARKING LOT 50 ASHELAND AVENUE           ,1255,HENDERSON COUNTY,CLOSED,LS   (LEASE SVCS),,2020/08/10 00:00:00+00,17499,128326,30209,"HAROLD A. TALBERT, JR. IRREVOCABLE TRUST",135,90+,,,
137,92000436,AGILE ASSETS PAVEMENT ANALYST SOFTWARE            ,11329,"BETSCH ASSOCIATES, I",POSTED,GS   (GEN SERV),,2022/02/10 00:00:00+00,15000,37000,34502,AGILEASSETS INC,136,90+,,,
138,91500063,POLICE ID BUREAU- CONT SERVICES FOR FY 2014-15    ,31204,"HARPERS PROFESSIONAL JANITORIAL SERVICES, LLC",CLOSED,GENERAL,,2016/06/15 00:00:00+00,424188,424188,416,BUNCOMBE COUNTY FINANCE DEPT,137,90+,,,
139,91600168,SUPPORT FOR MAXIMO APPLICATION                    ,3507,"EAN HOLDINGS, LLC",CLOSED,GS   (GEN SERV),,2019/10/31 00:00:00+00,20000,6562.5,11749,"STARBOARD CONSULTING, LLC.",138,61-90,,,
140,91800388,POOL MAINTENANCE AND REPAIR AT REC PARK & WALTON  ,10065,"HORTON, LINDA",CLOSED,CON  (CONSTUCT/R),,2018/07/20 00:00:00+00,19300,28000,13352,"LEGACY COMMERCIAL POOL SERVICES, INC.",139,1-30,,,
141,92000242,PEACH KNOB MOVE                                   ,9094,SKYLAND INN LLC,CLOSED,GS   (GEN SERV),,2021/02/25 00:00:00+00,43644.69,43644,11516,"MOTOROLA SOLUTIONS, INC.",140,Current,,,
142,91400042,BELE CHERE SECURITY                               ,4101,BOBBY SEARCY,CLOSED,LW   (DON'T USE),,2013/10/04 00:00:00+00,33300,33240.25,8553,"AXIS SECURITY, INC.",141,Current,,,
143,91700183,UNITED WAY OF ASHEVILLE NC211 SPC  FY 16-17       ,10262,LAURA DOMINKOVIC,CLOSED,GS   (GEN SERV),STRATEGIC PARTNER,2019/06/13 00:00:00+00,2000,2000,2706,UNITED WAY OF ASHEVILLE & BUNC,142,1-30,,,
144,92100280,WALTON ST. PARKBOULDER PLACEMENT                  ,7499,"NEW DIMENSIONS IN PAVEMENT MARKINGS, INC.",CLOSED,CON  (CONSTUCT/R),,2021/02/17 00:00:00+00,23250,23250,5260,"B ALLEN CONSTRUCTION, INC.",143,1-30,,,
145,92200202,S. BUNCOMBE PS GENERATOR REPAIR                   ,37412,FIRE RECOVERY USA LLC,CREATED,GS   (GEN SERV),,2021/10/15 00:00:00+00,22203.5,22203.5,3385,CUMMINS ATLANTIC LLC,144,61-90,,,
146,91400144,MILLS RIVER WATERSHED BEST MGT PRACTICES          ,9262,"MOORE & SONS SITE CONTRACTORS, INC.",CLOSED,GS   (GEN SERV),,2017/05/10 00:00:00+00,180000,179748.25,18103,MILLS RIVER PARTNERSHIP,145,90+,,,
147,91100546,FABRICATE AND INSTALL DIRECTIONAL SIGNS IN GARAGES,10981,"SUNDANCE POWER SYSTEMS, INC.",CLOSED,GS   (GEN SERV),,2012/06/28 00:00:00+00,600,416,8963,LETTERING BY LARRY COLEMON INC,146,1-30,,,
148,91500278,ASPHALT PAVEMENT IMPROVEMENTS FY15                ,16678,SUN LIFE ASSURANCE CO. OF CANADA (US),CLOSED,CON  (CONSTUCT/R),,2016/04/28 00:00:00+00,2000000,1813269.14,11820,ROGERS GROUP,147,31-60,,,
149,91600129,ANNUAL VIBRATION AND INFRARED SERVICE WTP         ,36022,PENCARINHA INC,CLOSED,GS   (GEN SERV),,2015/10/06 00:00:00+00,7910,7910,19145,"CRIMSON ELECTRIC, INC.",148,90+,,,
150,91700088,PARKING GARAGE STAIRWELL POWER WASHING            ,10020,"HARRIS, SHEEVA K.",CLOSED,GS   (GEN SERV),,2018/05/14 00:00:00+00,25000,24260,22198,CHRISTY LONDON,149,Current,,,
151,91600167,DEVELOPE A BUSINESS MODEL FOR P&R/RECREATION      ,15712,STEPPE CONSTRUCTION,CLOSED,GS   (GEN SERV),,2016/09/19 00:00:00+00,39949,39948.5,23151,"110%, INC.",150,Current,,,
152,91000299,TOWN MOUNTAIN TANK & PUMP ST BOND PROJECT         ,2308,"SOUTHERN BURGLAR ALARM CO, INC.",CLOSED,CON  (CONSTUCT/R),,2011/03/10 00:00:00+00,312802.5,348611.16,397,BUCKEYE CONSTRUCTION,151,1-30,,,
153,91000216,                                                  ,10813,"HADEN, ROBERT",CLOSED,GS   (GEN SERV),,2010/01/28 00:00:00+00,1110,1110,148,ASHEVILLE CITY SCHOOLS,152,Current,,,
154,91100581,INFLATABLE FOR HOLIDAY CAMP CARNIVAL              ,14752,"ABLE HOLDINGS, INC.",CLOSED,GS   (GEN SERV),,2010/11/23 00:00:00+00,200,200,10142,PAR-T-PERFECT/DOUGLAS HUTCHINS,153,90+,,,
155,91800227,PUBLIC WORKS BUILDING LED UPGRADE                 ,8883,KAREN FIELD,CLOSED,GS   (GEN SERV),,2019/03/27 00:00:00+00,55937.76,53316.95,17803,LIME ENERGY SERVICES CO.,154,61-90,,,
156,91800167,LEVEL 1 FIBER ETHERNET TERMINATIONS FOR THE USCC  ,32045,"CRITICAL MENTION, INC DBA CRITICAL MEDIA",CLOSED,GS   (GEN SERV),,2018/05/29 00:00:00+00,22279.5,22279.5,21051,"BROOKS NETWORK SERVICES, LLC",155,Current,,,
157,91300043,BELE CHERE GOLF CART RENTALS                      ,9059,CHARISMA ARTIST AGENCY,CLOSED,RNT  (EQUIP RENT),,2012/07/06 00:00:00+00,5330,5330,5101,GNB DBA CAROLINA GOLF CARS,156,1-30,,,
158,91100381,RETAINER FOR EMERGENCY REPAIRS- P & R             ,10095,"NOLAND, RAY",CLOSED,GENERAL,,2012/06/29 00:00:00+00,5325,5153.42,5160,HAYES & LUNSFORD ELECT,157,61-90,,,
159,91300292,MONTFORD GYM LIGHT REPLACEMENT                    ,11118,BODODD CONSTRUCTION LLC,CLOSED,CON  (CONSTUCT/R),,2014/06/13 00:00:00+00,9375,9375,4142,GRIGG ELECTRIC CO. INC,158,90+,,,
160,91400074,NCDOT I-26 / NC 280 AIRPORT RD INTERCHANGE I-5501 ,8969,LION OF JUDA PCS,CLOSED,CON  (CONSTUCT/R),,2017/05/10 00:00:00+00,164000,342945.9,1881,NC DEPT OF TRANSPORTATION,159,Current,,,
161,91700367,GARAGE ELEVATOR MODERNIZATION                     ,3317,J EDWARD CARRIERE,CLOSED,CON  (CONSTUCT/R),,2019/11/27 00:00:00+00,355000,330612,10485,"PATTON CONSTRUCTION GROUP, INC.",160,1-30,,,
162,91100457,WEED & SEED RESOURCE PROVIDER                     ,32018,SHAY BROWN EVENTS MANAGEMENT,CLOSED,GS   (GEN SERV),,2010/09/27 00:00:00+00,3500,3500,7734,LEAF GLOBAL ARTS,161,90+,,,
163,92000080,DIRECT ALLOCATION FROM CITY COUNCIL YMI UTILITIES ,10068,"REAGAN, STEPHANIE",CLOSED,GS   (GEN SERV),,2019/07/19 00:00:00+00,24000,24000,2935,YMI CULTURAL CENTER,162,31-60,,,
164,91600056,MISSION NICOTINE DEPENDANCE PROGRAM               ,11612,"FENNELL, BRENDA LEE",CLOSED,GS   (GEN SERV),,2019/05/09 00:00:00+00,9200,0,1726,MISSION HOSPITALS,163,61-90,,,
165,91000666,UPPER WHITE FAWN SPLIT A/C UNIT REPLACEMENT       ,12347,"CAPTURION NETWORK, LLC",CLOSED,GENERAL,,2010/08/19 00:00:00+00,3924,5886,2152,R & W INC,164,1-30,,,
166,91400301,"ART PROJECT, BITLMORE AVENUE GARAGE               ",19827,"BOWEN NATIONAL RESEARCH, LLC",CLOSED,GS   (GEN SERV),,2015/06/23 00:00:00+00,25000,25641.26,19025,IAN WILKINSON,165,Current,,,
167,91600067,BROKERAGE SERVICES FOR REAL PROPERTY ACQ./DISP.   ,10783,"JAMES RIVER EQUIPMENT VIRGINIA,LLC",CLOSED,GS   (GEN SERV),,2018/06/07 00:00:00+00,5000,0,22089,"WHITNEY COMMERCIAL REAL ESTATE, LLC",166,Current,,,
168,91100554,REMOVE AND REPAIR FENCE AT WNC NATURE CENTER      ,26860,EXECUTIVE REPERTORY LLC,CLOSED,GS   (GEN SERV),,2010/11/10 00:00:00+00,10000,10000,193,ASHEVILLE CONTRACTING COMPANY,167,61-90,,,
169,91200226,JANITORIAL SERVICES FOR THE WNC NATURE CENTER     ,1235,HELPMATE INC,CLOSED,GS   (GEN SERV),,2012/01/20 00:00:00+00,6120,6120,8820,"C & C BUSINESSES, INC.",168,1-30,,,
170,91000440,INSTALL EXCLUSION GATES AND TIED WILLOW HIDE      ,20614,"REMIX SOFTWARE, INC.",CLOSED,CON  (CONSTUCT/R),,2010/06/23 00:00:00+00,5948.34,7848.34,585,CAROLINA CORNERSTONE CONSTRUCT,169,31-60,,,
171,91200258,KENILWORTH & OAKLEY TENNIS COURT TESTING          ,2001,PEPSI COLA BOTTLING,CLOSED,PRO  (PRO SERVIC),,2015/06/09 00:00:00+00,4500,6956,3261,FROEHLING & ROBERTSON INC,170,Current,,,
172,91400265,ADDING FUNDS FOR EXISTING INVOICE FOR PROMOTIONAL ,28891,"LESLIE ANDERSON CONSULTING, INC.",CLOSED,GS   (GEN SERV),,2015/06/09 00:00:00+00,20000,25795,10877,DEVELOPMENTAL ASSOCIATES,171,Current,,,
173,91200231,CHEROKEE SUNSET WALL REPLACEMENT                  ,6956,"FRENCH BROAD PAVING,INC",CLOSED,PRO  (PRO SERVIC),,2013/11/12 00:00:00+00,75000,70000,9156,MICHAEL BAKER ENGINEERING INC,172,1-30,,,
174,91100065,BC HEADLINER - SOUTHERN CULTURE ON THE SKIDS      ,24473,"BOST INTEGRATED SOLUTIONS, INC.",CLOSED,ENT  (ENTERTAIN),,2010/07/01 00:00:00+00,5000,5000,10702,SCOTS SOUND. INC.,173,Current,,,
175,91700220,BOWEN NATIONAL RESEARCH - AFFORDABLE HOUSING UPDAT,27765,4-CO COLLABORATIVE PLLC,CLOSED,GS   (GEN SERV),SERVICE,2017/06/08 00:00:00+00,4400,4400,19827,"BOWEN NATIONAL RESEARCH, LLC",174,31-60,,,
176,92000095,UNITED WAY 211: EMERGENCY NOTIFICATION CENTER - CO,19105,"POLICE SERVICE DOGS, INC.",POSTED,GS   (GEN SERV),,2021/06/08 00:00:00+00,6000,12000,2706,UNITED WAY OF ASHEVILLE & BUNC,175,90+,,,
177,91200322,REMAINING BALANCE OF CONTRACT FOR MERCURY COMMERCE,38829,"ENCORE TECHNOLOGY GROUP, LLC",CLOSED,GS   (GEN SERV),,2015/06/16 00:00:00+00,3112.5,0,9022,MERCURY COMMERCE-ESM SOLUTIONS,176,Current,,,
178,91000566,TENNIS OFFICIAL/TOURNAMENT DIRECTOR               ,18459,"TRUEPOINT SOLUTIONS, LLC",CLOSED,GS   (GEN SERV),,2010/05/18 00:00:00+00,3000,3000,836,JANET LAMPKIN,177,90+,,,
179,92200288,INTERLOCAL AGREEMENT - HOMEOWNER TAX REBATE GRANT ,4203,CAVANAUGH & ASSOCIATES PA,POSTED,GS   (GEN SERV),AGREEMENT,2022/01/11 00:00:00+00,150000,150000,416,BUNCOMBE COUNTY FINANCE DEPT,178,Current,,,
180,91000501,LANDSCAPING IN EXISTING MEDIANS IN DOWNTOWN       ,16927,LOOKING GLASS STRATEGIC RESEARCH CONSULTANTS,CLOSED,CON  (CONSTUCT/R),,2010/04/14 00:00:00+00,121000,121000,10329,LANDMARK LANDSCAPES,179,1-30,,,
181,91300100,SIRE HOSTING FEE                                  ,11289,RAFFERTY CONSTRUCTION CORP.,CLOSED,GS   (GEN SERV),,2016/06/23 00:00:00+00,93550.7,106400.7,15264,"HYLAND SOFTWARE, INC",180,Current,,,
182,91700166,TEMPORARY CIVIL ENGINEERING TECH                  ,8560,CAMPBELL CRANE,CLOSED,GS   (GEN SERV),,2018/05/23 00:00:00+00,29200,52379.48,25805,"ALLEGIS GROUP HOLDINGS, INC",181,31-60,,,
183,91000552,GENERATOR REPAIRS FOR NORTH FORK WTP              ,11539,"WEAVER, JUAN GERMAINE",CLOSED,GENERAL,,2010/05/10 00:00:00+00,3898.54,3898.54,7342,CAROLINA TRACTOR & EQUIPMENT COMPANY,182,90+,,,
184,91300173,FALL 2012 CULTURE OF LEADERSHIP                   ,30943,HILLARY MANNION,CLOSED,GS   (GEN SERV),,2012/11/01 00:00:00+00,8500,8500,10877,DEVELOPMENTAL ASSOCIATES,183,Current,,,
185,91200259,SARDIS ROAD ANNEXATION SEWER IMPROVEMENTS         ,29597,"MEDLOCK & ASSOCIATES ENGINEERING, PA",CLOSED,CON  (CONSTUCT/R),,2013/11/12 00:00:00+00,719610,639159,11334,"T&K UTILITIES, INC.",184,90+,,,
186,91800383,CONTRACT ENGAGEMENT CONTRACT                      ,8082,NEW WAVE LICENSING SERVICES IN,CLOSED,GS   (GEN SERV),,2020/06/26 00:00:00+00,15500,15500,29854,"WITHERSRAVENEL, INC.",185,90+,,,
187,92100218,MOSSWOOD MHP REPAIRS                              ,17227,"KARL DENSON TINY UNIVERSE, INC.",CLOSED,CON  (CONSTUCT/R),,2021/05/20 00:00:00+00,10726.55,10726.55,11334,"T&K UTILITIES, INC.",186,61-90,,,
188,91000520,"PO # 101058 IN HTE, INCREASE FUNDS. DOORMAT SERVIC",13324,"MARY WEBER LANDSCAPE ARCHITECTURE,PLLC",CLOSED,GS   (GEN SERV),,2010/09/16 00:00:00+00,900,3516,5814,UNIFIRST CORPORATION,187,31-60,,,
189,91000174,INSTRUCTOR FOR FOLK AND CLASSICAL DANCE           ,27210,LUIS CARLOS SERAPIO,CLOSED,INS  (INSTRUCTOR),,2010/08/19 00:00:00+00,960,960,10020,"HARRIS, SHEEVA K.",188,90+,,,
190,91800409,SWANNANOA DESIGN/STUDY PHASE II AND II            ,35196,SOUTHERN OFF ROAD BICYCLE ASSOCIATION,CLOSED,PRO  (PRO SERVIC),,2020/04/27 00:00:00+00,60000,74420.95,14246,"EQUINOX ENVIRON. CONSULT. & DESIGN, INC",189,Current,,,
191,91700332,IBM I2 ANALYST NOTEBOOK LICENSES FOR CRIME ANALYST,12001,"RAILROAD EARTH, LLC",CLOSED,GS   (GEN SERV),,2017/08/10 00:00:00+00,12259,12259,26659,BLUE LIGHT LLC      ,190,Current,,,
192,91000628,PROJECT MGT DOWNTOWN MASTER PLAN-TRANSITIONAL PHAS,11256,"TILLMAN, DEWAYNE",CLOSED,GS   (GEN SERV),,2010/08/19 00:00:00+00,22500,22500,8332,SASHA ALEXANDRA VRTUNSKI,191,31-60,,,
193,91900397,HOUSING AUTHORITY LEE WALKER HEIGHTS FUNDING AGREE,19141,GSA,CLOSED,GS   (GEN SERV),AFFORDABLE HOUSE,2021/06/11 00:00:00+00,4200000,4200000,1203,HOUSING AUTHORITY OF THE CITY OF ASHEVILLE,192,31-60,,,
194,92200104,AUTOCAD SOFTWARE LICENSE RENEWAL COA              ,7573,CUSTOM AUDIO AND LIGHTING INC,CLOSED,GS   (GEN SERV),,2021/08/05 00:00:00+00,8850.6,8850.6,10547,DLT SOLUTIONS,193,61-90,,,
195,92100332,ON-CALL/AS NEEDED PARCS MAINTENANCE               ,20306,HYPERSIGN LLC,POSTED,GS   (GEN SERV),,2021/08/20 00:00:00+00,15000,15000,18114,"CAROLINA TIME EQUIPMENT CO., INC.",194,61-90,,,
196,92200105,AUTOMATIC VEHICLE LOCATOR SOFTWARE ADDT'L FUNDS   ,14771,"RANDOLPH, JEFFREY RUSSELL",POSTED,GS   (GEN SERV),,2021/08/23 00:00:00+00,13873,25000,36502,PRECISE MRM LLC,195,Current,,,
197,91800324,SPRING PLANTING CONTRACT                          ,29523,"TERRACON CONSULTANTS, INC",CLOSED,GS   (GEN SERV),,2019/05/02 00:00:00+00,8884.09,8467.58,4077,SNOW CREEK LANDSCAPING LLC,196,Current,,,
198,91800414,INSTALL BOILER IN PW BUILDING                     ,22198,CHRISTY LONDON,CLOSED,CON  (CONSTUCT/R),,2019/05/01 00:00:00+00,69067,69067,1307,H & M CONSTRUCTORS,197,1-30,,,
199,91800135,HD ASSESMENT FOR 6TH FLOOR STORAGE                ,14060,COUNTY OF BUNCOMBE,CLOSED,PRO  (PRO SERVIC),EXEMPTION,2018/06/12 00:00:00+00,8000,4800,8280,"ECS SOUTHEAST, LLP",198,90+,,,
200,91600078,GEO WORK FOR SWANNANOA FLOOD RISK MGMT PROJECT    ,31411,F C MCCOLM CONSULTING LLC,CLOSED,PRO  (PRO SERVIC),,2016/06/06 00:00:00+00,49575,49569.23,4575,BUNNELL-LAMMONS ENGINEERING,199,Current,,,
201,91900395,ASHEVILLE MIDDLE SCHOOL ATHLETIC FIELD IMPROVEMENT,8186,HIGHLAND MEDICAL ASSOCIATES,CLOSED,CON  (CONSTUCT/R),,2020/01/02 00:00:00+00,665000,618385,32159,"BASELINE SPORTS CONSTRUCTION, LLC",200,61-90,,,
202,92000266,ANNUAL ENTRY-LEVEL TEST MATERIAL (FIRE AND POLICE),10461,BLUE ROSE BUILDERS LLC,POSTED,GS   (GEN SERV),,2022/01/24 00:00:00+00,5000,15000,8204,FIRE & POLICE SELECTION INC,201,31-60,,,
203,91900201,MILLS RIVER WTP ROOF REPLACE & STRUCTURAL IMPROVE ,1307,H & M CONSTRUCTORS,CLOSED,CON  (CONSTUCT/R),,2019/12/18 00:00:00+00,1932782,1949313.56,585,CAROLINA CORNERSTONE CONSTRUCT,202,Current,,,
204,91100768,DAM SAFETY INSPECTIONS FOR NORTH FORK & BEE TREE  ,11202,ELERT & ASSOCIATES,CLOSED,GENERAL,,2011/08/10 00:00:00+00,15900,15900,4596,SCHNABEL ENGINEERING SOUTH PC,203,1-30,,,
205,91100770,RFP#ATS-R-10152010-REPLACEMENT-TRANSIT GARAGE ROOF,12451,"PETDATA, INC.",CLOSED,PRO  (PRO SERVIC),,2012/09/05 00:00:00+00,9550,9550,11797,"REI ENGINEERS, INC.",204,Current,,,
206,91500303,REPLACEMENT OF 6 CW COILS IN EXHIBIT HALL OF USCC ,34499,"SWEETGRASS BROADWAY, LLC",CLOSED,GS   (GEN SERV),,2016/04/01 00:00:00+00,72037.46,72037.46,21287,"TRANE US, INC.",205,61-90,,,
207,92000390,ANNUAL LICENSE FEE/SERVICE AGREEMENT              ,35619,WYATT GRANT,CLOSED,GS   (GEN SERV),,2020/06/18 00:00:00+00,13125,13125,1987,OPEX CORPORATION,206,90+,,,
208,91300041,ANNUAL AUDIT FY 2011-12 DIXON HUGHES GOODMAN      ,38008,WEBSEDGE LIMITED,CLOSED,GS   (GEN SERV),,2012/09/07 00:00:00+00,95000,95000,673,DIXON HUGHES PLLC,207,31-60,,,
209,91300186,RADIO DISPATCHERS PER ADD. 2 TO INTERGOV'T AGRMT  ,28558,SPARC FOUNDATION INC,CLOSED,GENERAL,,2012/11/28 00:00:00+00,168195,168195,416,BUNCOMBE COUNTY FINANCE DEPT,208,31-60,,,
210,91300243,BELE CHERE HOTEL ROOMS FOR CREW                   ,3385,CUMMINS ATLANTIC LLC,CLOSED,GS   (GEN SERV),,2013/03/25 00:00:00+00,8671.32,8671.32,9094,SKYLAND INN LLC,209,1-30,,,
211,91900326,CAROLINA SMALL BUSINESS DEV. BUS TRAIN FY18-19    ,6956,"FRENCH BROAD PAVING,INC",CLOSED,HUD (GEN SERV-HUD),CDBG,2019/07/30 00:00:00+00,57660,57660,20617,CAROLINA SMALL BUSINESS DEVELOPMENT FUND,210,61-90,,,
212,92200134,PW BUILDING A ROOF REPLACEMENT                    ,10715,"KUHN, MARK",POSTED,CON  (CONSTUCT/R),,2021/08/20 00:00:00+00,496400,496400,30700,"J BARTHOLOMEW CONSTRUCTION, LLC",211,90+,,,
213,91300139,FILLING PROPANE TANKS AT PUMP SITES- WATER PRODUCT,586,"MOORE ENTERTAINMENT, INC.",CLOSED,GS   (GEN SERV),,2015/06/10 00:00:00+00,16000,11002.75,8768,SOUTHERN STATES COOPERATIVE,212,Current,,,
214,91300296,JULY 4TH EQUPIMENT RENTAL                         ,25209,PHOENIX LANDSCAPE OF CHARLOTTE,CLOSED,RNT  (EQUIP RENT),,2013/07/24 00:00:00+00,185,185,4007,HERC RENTALS INC,213,1-30,,,
215,92200326,NMG WECAN GARDEN IMPROVEMENTS                     ,35196,SOUTHERN OFF ROAD BICYCLE ASSOCIATION,CREATED,GS   (GEN SERV),,2022/02/23 00:00:00+00,2500,2500,38588,"WEST END CLINGMAN AVENUE NEIGHBORHOOD, INC",214,Current,,,
216,91700044,DESIGN OF PED SIGNALS&ADA ACCESS PUSH BUTTON      ,8966,"PHILLIPS & JORDAN, INC.",CLOSED,PRO  (PRO SERVIC),,2017/06/09 00:00:00+00,9850,9850,1754,MATTERN & CRAIG,215,1-30,,,
217,91100271,BC10 STAGE CREW                                   ,10817,ASHEVILLE POOL AND PATIO,CLOSED,GS   (GEN SERV),,2010/07/30 00:00:00+00,240,240,9099,WILLIAM LEE CLARKE,216,Current,,,
